"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
        3812, -1.04345562e-02, 6.43743631e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21399434e-03, 6.43743631e-02, -1.04345562e-02, 0.00000000e+00, -1.62091797e-01, 0.00000000e+00, 0.00000000e+00, -2.45516863e+00, 6.44769390e-01, 4.49540438e-01, 3.82803278e+00, 0.00000000e+00, 4.0000000000, 2.1471307543, 0.7533664802
        3813, -1.04334996e-02, 6.43742995e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21367024e-03, 6.43742995e-02, -1.04334996e-02, 0.00000000e+00, -1.62075544e-01, 0.00000000e+00, 0.00000000e+00, -2.50294718e+00, 5.90269815e-01, 3.96647954e-01, 3.77337193e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7534605855
        3814, -1.04366612e-02, 6.43739771e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21477247e-03, 6.43739771e-02, -1.04366612e-02, 0.00000000e+00, -1.62125469e-01, 0.00000000e+00, 0.00000000e+00, -2.50757753e+00, 5.98676266e-01, 4.15778017e-01, 3.76655985e+00, 0.00000000e+00, 4.0000000000, 2.1152093002, 0.7535633728
        3815, -1.04361669e-02, 6.43737348e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21403154e-03, 6.43737348e-02, -1.04361669e-02, 0.00000000e+00, -1.62118400e-01, 0.00000000e+00, 0.00000000e+00, -2.47680277e+00, 6.35775531e-01, 3.97388348e-01, 3.79906053e+00, 0.00000000e+00, 4.0000000000, 2.1265153533, 0.7536560432
        3816, -1.04269277e-02, 6.43730342e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20933901e-03, 6.43730342e-02, -1.04269277e-02, 0.00000000e+00, -1.61976638e-01, 0.00000000e+00, 0.00000000e+00, -2.50252447e+00, 6.10749136e-01, 3.30117659e-01, 3.76293024e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7537489029
        3817, -1.04224066e-02, 6.43736950e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20669685e-03, 6.43736950e-02, -1.04224066e-02, 0.00000000e+00, -1.61904744e-01, 0.00000000e+00, 0.00000000e+00, -2.45156550e+00, 6.52741185e-01, 4.17400559e-01, 3.81668154e+00, 0.00000000e+00, 4.0000000000, 2.0621721835, 0.7538414120
        3818, -1.04162444e-02, 6.43730803e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20332227e-03, 6.43730803e-02, -1.04162444e-02, 0.00000000e+00, -1.61810564e-01, 0.00000000e+00, 0.00000000e+00, -2.48410232e+00, 6.25146606e-01, 4.30546013e-01, 3.79247678e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7539451735
        3819, -1.04178152e-02, 6.43730146e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20363140e-03, 6.43730146e-02, -1.04178152e-02, 0.00000000e+00, -1.61835130e-01, 0.00000000e+00, 0.00000000e+00, -2.44522629e+00, 6.78820050e-01, 3.91399029e-01, 3.82912193e+00, 0.00000000e+00, 4.0000000000, 2.0784160368, 0.7540386153
        3820, -1.04161610e-02, 6.43725592e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20332475e-03, 6.43725592e-02, -1.04161610e-02, 0.00000000e+00, -1.61810578e-01, 0.00000000e+00, 0.00000000e+00, -2.45688660e+00, 6.77154195e-01, 3.86236304e-01, 3.80999470e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7541423207
        3821, -1.04180712e-02, 6.43727303e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20521765e-03, 6.43727303e-02, -1.04180712e-02, 0.00000000e+00, -1.61839821e-01, 0.00000000e+00, 0.00000000e+00, -2.39952495e+00, 7.46267686e-01, 3.44030335e-01, 3.86823616e+00, 0.00000000e+00, 4.0000000000, 2.0290569066, 0.7542340115
        3822, -1.04262624e-02, 6.43724758e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20938531e-03, 6.43724758e-02, -1.04262624e-02, 0.00000000e+00, -1.61967709e-01, 0.00000000e+00, 0.00000000e+00, -2.45971501e+00, 6.68422446e-01, 3.61131935e-01, 3.81822665e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7543275337
        3823, -1.04326773e-02, 6.43725799e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21223501e-03, 6.43725799e-02, -1.04326773e-02, 0.00000000e+00, -1.62067100e-01, 0.00000000e+00, 0.00000000e+00, -2.46664908e+00, 6.42241477e-01, 3.95545822e-01, 3.80537028e+00, 0.00000000e+00, 4.0000000000, 2.1456510822, 0.7544304001
        3824, -1.04267830e-02, 6.43722573e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21097901e-03, 6.43722573e-02, -1.04267830e-02, 0.00000000e+00, -1.61976346e-01, 0.00000000e+00, 0.00000000e+00, -2.45334259e+00, 6.60082653e-01, 3.88461593e-01, 3.82107557e+00, 0.00000000e+00, 4.0000000000, 2.1628486846, 0.7545234322
        3825, -1.04147322e-02, 6.43719779e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20545358e-03, 6.43719779e-02, -1.04147322e-02, 0.00000000e+00, -1.61789842e-01, 0.00000000e+00, 0.00000000e+00, -2.52936564e+00, 5.74964602e-01, 3.61376010e-01, 3.75116215e+00, 0.00000000e+00, 4.0000000000, 2.0656959690, 0.7546249517
        3826, -1.04120592e-02, 6.43718639e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20302736e-03, 6.43718639e-02, -1.04120592e-02, 0.00000000e+00, -1.61748605e-01, 0.00000000e+00, 0.00000000e+00, -2.47441274e+00, 6.32713180e-01, 4.21457085e-01, 3.79762833e+00, 0.00000000e+00, 4.0000000000, 2.2546437334, 0.7547213794
        3827, -1.04029405e-02, 6.43709294e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.19791106e-03, 6.43709294e-02, -1.04029405e-02, 0.00000000e+00, -1.61609294e-01, 0.00000000e+00, 0.00000000e+00, -2.51970088e+00, 5.92095851e-01, 4.22133838e-01, 3.77013171e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7548129923
        3828, -1.04078807e-02, 6.43717888e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20083626e-03, 6.43717888e-02, -1.04078807e-02, 0.00000000e+00, -1.61683882e-01, 0.00000000e+00, 0.00000000e+00, -2.46009574e+00, 6.62028901e-01, 3.98092462e-01, 3.82086201e+00, 0.00000000e+00, 3.0000000000, 2.1091532940, 0.7549100234
        3829, -1.04152935e-02, 6.43730745e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20441024e-03, 6.43730745e-02, -1.04152935e-02, 0.00000000e+00, -1.61795807e-01, 0.00000000e+00, 0.00000000e+00, -2.40131607e+00, 7.24805402e-01, 4.27546175e-01, 3.86390272e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7549991656
        3830, -1.04283848e-02, 6.43735056e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21087265e-03, 6.43735056e-02, -1.04283848e-02, 0.00000000e+00, -1.61998087e-01, 0.00000000e+00, 0.00000000e+00, -2.36227714e+00, 7.76261001e-01, 3.91835184e-01, 3.90587959e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7550845839
        3831, -1.04362442e-02, 6.43735733e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21395719e-03, 6.43735733e-02, -1.04362442e-02, 0.00000000e+00, -1.62120008e-01, 0.00000000e+00, 0.00000000e+00, -2.49010000e+00, 6.28185199e-01, 3.84502556e-01, 3.79448284e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7551803045
        3832, -1.04367346e-02, 6.43731857e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21361385e-03, 6.43731857e-02, -1.04367346e-02, 0.00000000e+00, -1.62128602e-01, 0.00000000e+00, 0.00000000e+00, -2.52159608e+00, 5.81460088e-01, 3.89197640e-01, 3.74801646e+00, 0.00000000e+00, 4.0000000000, 2.3193991975, 0.7552760191
        3833, -1.04320968e-02, 6.43737973e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21213679e-03, 6.43737973e-02, -1.04320968e-02, 0.00000000e+00, -1.62055017e-01, 0.00000000e+00, 0.00000000e+00, -2.43763745e+00, 6.77297494e-01, 4.66814723e-01, 3.84459939e+00, 0.00000000e+00, 4.0000000000, 2.4050468675, 0.7553680171
        3834, -1.04256612e-02, 6.43736275e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20863643e-03, 6.43736275e-02, -1.04256612e-02, 0.00000000e+00, -1.61955471e-01, 0.00000000e+00, 0.00000000e+00, -2.44045874e+00, 6.77791869e-01, 4.58333482e-01, 3.84005739e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7554661480
        3835, -1.04243324e-02, 6.43738666e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20771581e-03, 6.43738666e-02, -1.04243324e-02, 0.00000000e+00, -1.61934228e-01, 0.00000000e+00, 0.00000000e+00, -2.46889911e+00, 6.55798439e-01, 3.49249179e-01, 3.80441215e+00, 0.00000000e+00, 3.0000000000, 2.0085133255, 0.7555519605
        3836, -1.04203086e-02, 6.43735608e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20664441e-03, 6.43735608e-02, -1.04203086e-02, 0.00000000e+00, -1.61872490e-01, 0.00000000e+00, 0.00000000e+00, -2.45200487e+00, 6.81443134e-01, 3.81087781e-01, 3.81756829e+00, 0.00000000e+00, 3.0000000000, 2.0753669923, 0.7556377783
        3837, -1.04234697e-02, 6.43741679e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20895415e-03, 6.43741679e-02, -1.04234697e-02, 0.00000000e+00, -1.61920069e-01, 0.00000000e+00, 0.00000000e+00, -2.37957920e+00, 7.68829758e-01, 3.58577376e-01, 3.88366839e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7557330111
        3838, -1.04287779e-02, 6.43738152e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21129577e-03, 6.43738152e-02, -1.04287779e-02, 0.00000000e+00, -1.62003414e-01, 0.00000000e+00, 0.00000000e+00, -2.45801050e+00, 6.60197109e-01, 3.79503454e-01, 3.81363411e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7558230390
        3839, -1.04324211e-02, 6.43734844e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21313091e-03, 6.43734844e-02, -1.04324211e-02, 0.00000000e+00, -1.62060843e-01, 0.00000000e+00, 0.00000000e+00, -2.46266578e+00, 6.40192871e-01, 4.34909883e-01, 3.81906392e+00, 0.00000000e+00, 3.0000000000, 2.1911884163, 0.7559090148
        3840, -1.04355950e-02, 6.43738948e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21550713e-03, 6.43738948e-02, -1.04355950e-02, 0.00000000e+00, -1.62109114e-01, 0.00000000e+00, 0.00000000e+00, -2.43844045e+00, 6.72629475e-01, 4.16091931e-01, 3.83223222e+00, 0.00000000e+00, 3.0000000000, 2.2029638220, 0.7560124014
        3841, -1.04398644e-02, 6.43741794e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21752724e-03, 6.43741794e-02, -1.04398644e-02, 0.00000000e+00, -1.62174718e-01, 0.00000000e+00, 0.00000000e+00, -2.44646545e+00, 6.72334265e-01, 4.16825670e-01, 3.82885295e+00, 0.00000000e+00, 3.0000000000, 2.0261396472, 0.7561048593
        3842, -1.04348341e-02, 6.43733790e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21507196e-03, 6.43733790e-02, -1.04348341e-02, 0.00000000e+00, -1.62098592e-01, 0.00000000e+00, 0.00000000e+00, -2.48863296e+00, 6.26936005e-01, 3.49226518e-01, 3.79875841e+00, 0.00000000e+00, 3.0000000000, 2.0449461452, 0.7561921057
        3843, -1.04255526e-02, 6.43724328e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21014752e-03, 6.43724328e-02, -1.04255526e-02, 0.00000000e+00, -1.61956791e-01, 0.00000000e+00, 0.00000000e+00, -2.52954192e+00, 5.78127050e-01, 3.38447511e-01, 3.74491974e+00, 0.00000000e+00, 4.0000000000, 2.1466716766, 0.7562852718
        3844, -1.04187981e-02, 6.43721934e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20631514e-03, 6.43721934e-02, -1.04187981e-02, 0.00000000e+00, -1.61852464e-01, 0.00000000e+00, 0.00000000e+00, -2.46003579e+00, 6.54252611e-01, 4.15390151e-01, 3.81175932e+00, 0.00000000e+00, 3.0000000000, 2.2501947570, 0.7563714660
        3845, -1.04094461e-02, 6.43714971e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20234975e-03, 6.43714971e-02, -1.04094461e-02, 0.00000000e+00, -1.61708933e-01, 0.00000000e+00, 0.00000000e+00, -2.50920451e+00, 6.03155804e-01, 4.19025202e-01, 3.78167218e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7564666889
        3846, -1.04082287e-02, 6.43709425e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20135803e-03, 6.43709425e-02, -1.04082287e-02, 0.00000000e+00, -1.61691414e-01, 0.00000000e+00, 0.00000000e+00, -2.48421735e+00, 6.37065577e-01, 3.66026816e-01, 3.80796754e+00, 0.00000000e+00, 4.0000000000, 2.1185973878, 0.7565691661
        3847, -1.04182955e-02, 6.43717906e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20529277e-03, 6.43717906e-02, -1.04182955e-02, 0.00000000e+00, -1.61845668e-01, 0.00000000e+00, 0.00000000e+00, -2.40226496e+00, 7.13206100e-01, 4.63766382e-01, 3.86651204e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7566646123
        3848, -1.04250166e-02, 6.43726133e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20936534e-03, 6.43726133e-02, -1.04250166e-02, 0.00000000e+00, -1.61948010e-01, 0.00000000e+00, 0.00000000e+00, -2.41588593e+00, 7.02648783e-01, 4.28231641e-01, 3.86137451e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7567570166
        3849, -1.04302362e-02, 6.43732780e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21241353e-03, 6.43732780e-02, -1.04302362e-02, 0.00000000e+00, -1.62027421e-01, 0.00000000e+00, 0.00000000e+00, -2.53401488e+00, 5.44674098e-01, 4.03541422e-01, 3.74962499e+00, 0.00000000e+00, 4.0000000000, 2.0336422597, 0.7568510638
        3850, -1.04289031e-02, 6.43730073e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21106523e-03, 6.43730073e-02, -1.04289031e-02, 0.00000000e+00, -1.62007392e-01, 0.00000000e+00, 0.00000000e+00, -2.52255358e+00, 5.78355373e-01, 4.27768306e-01, 3.76055426e+00, 0.00000000e+00, 4.0000000000, 2.3299094093, 0.7569454817
        3851, -1.04291319e-02, 6.43733322e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21080682e-03, 6.43733322e-02, -1.04291319e-02, 0.00000000e+00, -1.62010130e-01, 0.00000000e+00, 0.00000000e+00, -2.45146248e+00, 6.56487591e-01, 4.58299009e-01, 3.83530232e+00, 0.00000000e+00, 4.0000000000, 2.2394794585, 0.7570492446
        3852, -1.04197005e-02, 6.43730938e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20628547e-03, 6.43730938e-02, -1.04197005e-02, 0.00000000e+00, -1.61864219e-01, 0.00000000e+00, 0.00000000e+00, -2.47498475e+00, 6.44359518e-01, 4.29709787e-01, 3.80920561e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7571496750
        3853, -1.04170560e-02, 6.43729984e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20488415e-03, 6.43729984e-02, -1.04170560e-02, 0.00000000e+00, -1.61823377e-01, 0.00000000e+00, 0.00000000e+00, -2.46631451e+00, 6.61427949e-01, 3.51644266e-01, 3.80812822e+00, 0.00000000e+00, 4.0000000000, 2.0569569768, 0.7572496051
        3854, -1.04183885e-02, 6.43727167e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20608414e-03, 6.43727167e-02, -1.04183885e-02, 0.00000000e+00, -1.61844786e-01, 0.00000000e+00, 0.00000000e+00, -2.41068605e+00, 7.17908319e-01, 4.11141341e-01, 3.86004566e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7573453996
        3855, -1.04243267e-02, 6.43734966e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21008646e-03, 6.43734966e-02, -1.04243267e-02, 0.00000000e+00, -1.61935070e-01, 0.00000000e+00, 0.00000000e+00, -2.35412706e+00, 7.87077246e-01, 3.79818560e-01, 3.90934498e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7574449890
        3856, -1.04294761e-02, 6.43734807e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21256824e-03, 6.43734807e-02, -1.04294761e-02, 0.00000000e+00, -1.62015103e-01, 0.00000000e+00, 0.00000000e+00, -2.50543020e+00, 6.16200128e-01, 3.60018801e-01, 3.77182620e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7575514998
        3857, -1.04351998e-02, 6.43734028e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21513747e-03, 6.43734028e-02, -1.04351998e-02, 0.00000000e+00, -1.62104214e-01, 0.00000000e+00, 0.00000000e+00, -2.50067379e+00, 6.01129972e-01, 4.21051485e-01, 3.78496825e+00, 0.00000000e+00, 4.0000000000, 2.3829539331, 0.7576443005
        3858, -1.04361846e-02, 6.43738076e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21530099e-03, 6.43738076e-02, -1.04361846e-02, 0.00000000e+00, -1.62118492e-01, 0.00000000e+00, 0.00000000e+00, -2.41388600e+00, 6.94563519e-01, 4.51113305e-01, 3.86040299e+00, 0.00000000e+00, 4.0000000000, 2.3441264296, 0.7577523294
        3859, -1.04363817e-02, 6.43737131e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21415054e-03, 6.43737131e-02, -1.04363817e-02, 0.00000000e+00, -1.62121792e-01, 0.00000000e+00, 0.00000000e+00, -2.47039604e+00, 6.39590281e-01, 4.05681869e-01, 3.80475402e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7578445408
        3860, -1.04350225e-02, 6.43741405e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21409292e-03, 6.43741405e-02, -1.04350225e-02, 0.00000000e+00, -1.62099601e-01, 0.00000000e+00, 0.00000000e+00, -2.47707979e+00, 6.33623413e-01, 3.88188976e-01, 3.79956300e+00, 0.00000000e+00, 4.0000000000, 2.1365796629, 0.7579399308
        3861, -1.04347964e-02, 6.43742437e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21324507e-03, 6.43742437e-02, -1.04347964e-02, 0.00000000e+00, -1.62095828e-01, 0.00000000e+00, 0.00000000e+00, -2.52443311e+00, 5.84820459e-01, 3.68149336e-01, 3.74963329e+00, 0.00000000e+00, 4.0000000000, 2.1530839723, 0.7580420981
        3862, -1.04332912e-02, 6.43741091e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21186681e-03, 6.43741091e-02, -1.04332912e-02, 0.00000000e+00, -1.62072786e-01, 0.00000000e+00, 0.00000000e+00, -2.44268031e+00, 6.94714650e-01, 3.67950137e-01, 3.82253773e+00, 0.00000000e+00, 4.0000000000, 2.2737233846, 0.7581347126
        3863, -1.04230878e-02, 6.43737497e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20825874e-03, 6.43737497e-02, -1.04230878e-02, 0.00000000e+00, -1.61915188e-01, 0.00000000e+00, 0.00000000e+00, -2.46245422e+00, 6.81755733e-01, 3.21027343e-01, 3.80113116e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7582246785
        3864, -1.04240049e-02, 6.43735644e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20827259e-03, 6.43735644e-02, -1.04240049e-02, 0.00000000e+00, -1.61929900e-01, 0.00000000e+00, 0.00000000e+00, -2.46045408e+00, 6.71190367e-01, 3.90603159e-01, 3.80794546e+00, 0.00000000e+00, 3.0000000000, 2.0480993978, 0.7583297662
        3865, -1.04174017e-02, 6.43727311e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20398992e-03, 6.43727311e-02, -1.04174017e-02, 0.00000000e+00, -1.61829419e-01, 0.00000000e+00, 0.00000000e+00, -2.48892997e+00, 6.21315075e-01, 4.02568454e-01, 3.77966650e+00, 0.00000000e+00, 4.0000000000, 2.0339993528, 0.7584216089
        3866, -1.04207598e-02, 6.43730854e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20686503e-03, 6.43730854e-02, -1.04207598e-02, 0.00000000e+00, -1.61880695e-01, 0.00000000e+00, 0.00000000e+00, -2.44826054e+00, 6.64598871e-01, 4.19658565e-01, 3.83837358e+00, 0.00000000e+00, 4.0000000000, 2.1017872708, 0.7585269740
        3867, -1.04168841e-02, 6.43725319e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20501672e-03, 6.43725319e-02, -1.04168841e-02, 0.00000000e+00, -1.61821879e-01, 0.00000000e+00, 0.00000000e+00, -2.48677753e+00, 6.16930584e-01, 4.18680514e-01, 3.79931266e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.7586207558
        3868, -1.04202404e-02, 6.43724511e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20722312e-03, 6.43724511e-02, -1.04202404e-02, 0.00000000e+00, -1.61874222e-01, 0.00000000e+00, 0.00000000e+00, -2.45622234e+00, 6.65264192e-01, 3.68668919e-01, 3.81550128e+00, 0.00000000e+00, 4.0000000000, 2.0927751376, 0.7587135316
        3869, -1.04232176e-02, 6.43728604e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20850495e-03, 6.43728604e-02, -1.04232176e-02, 0.00000000e+00, -1.61919442e-01, 0.00000000e+00, 0.00000000e+00, -2.42979699e+00, 6.98285773e-01, 4.03790016e-01, 3.84358573e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7588444405
        3870, -1.04212726e-02, 6.43727339e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20717666e-03, 6.43727339e-02, -1.04212726e-02, 0.00000000e+00, -1.61889546e-01, 0.00000000e+00, 0.00000000e+00, -2.50846575e+00, 6.01742484e-01, 3.81789897e-01, 3.76776521e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7589316932
        3871, -1.04189831e-02, 6.43730505e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20521520e-03, 6.43730505e-02, -1.04189831e-02, 0.00000000e+00, -1.61853183e-01, 0.00000000e+00, 0.00000000e+00, -2.45961772e+00, 6.47547172e-01, 4.37639432e-01, 3.81702038e+00, 0.00000000e+00, 3.0000000000, 2.1917875181, 0.7590244392
        3872, -1.04099539e-02, 6.43720193e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20109191e-03, 6.43720193e-02, -1.04099539e-02, 0.00000000e+00, -1.61715510e-01, 0.00000000e+00, 0.00000000e+00, -2.51438352e+00, 5.92283723e-01, 4.27580985e-01, 3.77901918e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7591537165
        3873, -1.04098841e-02, 6.43717885e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20086755e-03, 6.43717885e-02, -1.04098841e-02, 0.00000000e+00, -1.61715005e-01, 0.00000000e+00, 0.00000000e+00, -2.53985559e+00, 5.66422713e-01, 3.91399264e-01, 3.75091521e+00, 0.00000000e+00, 3.0000000000, 2.1322934496, 0.7592400080
        3874, -1.04159038e-02, 6.43725078e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20493554e-03, 6.43725078e-02, -1.04159038e-02, 0.00000000e+00, -1.61806711e-01, 0.00000000e+00, 0.00000000e+00, -2.52890414e+00, 5.22826861e-01, 4.70903054e-01, 3.76104942e+00, 0.00000000e+00, 3.0000000000, 2.1957505875, 0.7593292952
        3875, -1.04230245e-02, 6.43727296e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20872505e-03, 6.43727296e-02, -1.04230245e-02, 0.00000000e+00, -1.61916770e-01, 0.00000000e+00, 0.00000000e+00, -2.44413101e+00, 6.48295772e-01, 4.73674052e-01, 3.83907175e+00, 0.00000000e+00, 3.0000000000, 2.1142475439, 0.7594152491
        3876, -1.04324133e-02, 6.43725723e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21282277e-03, 6.43725723e-02, -1.04324133e-02, 0.00000000e+00, -1.62063017e-01, 0.00000000e+00, 0.00000000e+00, -2.47918561e+00, 6.32775631e-01, 3.75116739e-01, 3.79072439e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7595012468
        3877, -1.04327850e-02, 6.43726073e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21259907e-03, 6.43726073e-02, -1.04327850e-02, 0.00000000e+00, -1.62068704e-01, 0.00000000e+00, 0.00000000e+00, -2.56588079e+00, 5.32947344e-01, 3.93569249e-01, 3.71159210e+00, 0.00000000e+00, 4.0000000000, 2.0844494939, 0.7596454556
        3878, -1.04315015e-02, 6.43733862e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21289517e-03, 6.43733862e-02, -1.04315015e-02, 0.00000000e+00, -1.62046804e-01, 0.00000000e+00, 0.00000000e+00, -2.42914582e+00, 6.88111673e-01, 4.54938065e-01, 3.85602057e+00, 0.00000000e+00, 4.0000000000, 2.3032387737, 0.7597374845
        3879, -1.04260792e-02, 6.43737196e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20933722e-03, 6.43737196e-02, -1.04260792e-02, 0.00000000e+00, -1.61961733e-01, 0.00000000e+00, 0.00000000e+00, -2.41788307e+00, 7.00593757e-01, 4.67438149e-01, 3.85702356e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7598250830
        3880, -1.04284301e-02, 6.43739629e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21021673e-03, 6.43739629e-02, -1.04284301e-02, 0.00000000e+00, -1.61997641e-01, 0.00000000e+00, 0.00000000e+00, -2.45415167e+00, 6.71077662e-01, 3.73624085e-01, 3.81427150e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.7599113014
        3881, -1.04238827e-02, 6.43734619e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20831549e-03, 6.43734619e-02, -1.04238827e-02, 0.00000000e+00, -1.61928261e-01, 0.00000000e+00, 0.00000000e+00, -2.50497237e+00, 6.06021708e-01, 3.89015550e-01, 3.77613475e+00, 0.00000000e+00, 3.0000000000, 2.0873649053, 0.7599981701
